game_id,date,home_team,away_team,home_score,away_score
0022501198,2026-04-12,Los Angeles Lakers,Utah Jazz,131,107
0022501199,2026-04-12,LA Clippers,Golden State Warriors,115,110
0022501200,2026-04-12,Portland Trail Blazers,Sacramento Kings,122,110
0022501201,2025-12-09,Orlando Magic,Miami Heat,117,108
0022501202,2025-12-09,Toronto Raptors,New York Knicks,101,117
0022501203,2025-12-10,Oklahoma City Thunder,Phoenix Suns,138,89
0022501204,2025-12-10,Los Angeles Lakers,San Antonio Spurs,119,132
0022501205,2025-12-11,Houston Rockets,LA Clippers,115,113
0022501206,2025-12-11,Milwaukee Bucks,Boston Celtics,116,101
0022501207,2025-12-11,New Orleans Pelicans,Portland Trail Blazers,143,120
0022501208,2025-12-11,Sacramento Kings,Denver Nuggets,105,136
0022501209,2025-12-12,Charlotte Hornets,Chicago Bulls,126,129
0022501210,2025-12-12,Detroit Pistons,Atlanta Hawks,142,115
0022501211,2025-12-12,Philadelphia 76ers,Indiana Pacers,115,105
0022501212,2025-12-12,Washington Wizards,Cleveland Cavaliers,126,130
0022501213,2025-12-12,Memphis Grizzlies,Utah Jazz,126,130
0022501214,2025-12-12,Dallas Mavericks,Brooklyn Nets,119,111
0022501215,2025-12-12,Golden State Warriors,Minnesota Timberwolves,120,127
0022501216,2025-12-14,Indiana Pacers,Washington Wizards,89,108
0022501217,2025-12-14,Atlanta Hawks,Philadelphia 76ers,120,117
0022501218,2025-12-14,Cleveland Cavaliers,Charlotte Hornets,111,119
0022501219,2025-12-14,Brooklyn Nets,Milwaukee Bucks,127,82
0022501220,2025-12-14,Minnesota Timberwolves,Sacramento Kings,117,103
0022501221,2025-12-14,Portland Trail Blazers,Golden State Warriors,136,131
0022501222,2025-12-15,Boston Celtics,Detroit Pistons,105,112
0022501223,2025-12-14,Chicago Bulls,New Orleans Pelicans,104,114
0022501224,2025-12-15,Utah Jazz,Dallas Mavericks,140,133
0022501225,2025-12-15,Denver Nuggets,Houston Rockets,128,125
0022501226,2025-12-15,LA Clippers,Memphis Grizzlies,103,121
0022501227,2025-12-15,Miami Heat,Toronto Raptors,96,106
0022501228,2025-12-14,Phoenix Suns,Los Angeles Lakers,114,116
0042500101,2026-04-19,Detroit Pistons,Orlando Magic,101,112
0042500102,2026-04-22,Detroit Pistons,Orlando Magic,98,83
0042500103,2026-04-25,Orlando Magic,Detroit Pistons,113,105
0042500104,2026-04-27,Orlando Magic,Detroit Pistons,94,88
0042500105,2026-04-29,Detroit Pistons,Orlando Magic,116,109
0042500106,2026-05-01,Orlando Magic,Detroit Pistons,79,93
0042500107,2026-05-03,Detroit Pistons,Orlando Magic,116,94
0042500111,2026-04-19,Boston Celtics,Philadelphia 76ers,123,91
0042500112,2026-04-21,Boston Celtics,Philadelphia 76ers,97,111
0042500113,2026-04-24,Philadelphia 76ers,Boston Celtics,100,108
0042500114,2026-04-26,Philadelphia 76ers,Boston Celtics,96,128
0042500115,2026-04-28,Boston Celtics,Philadelphia 76ers,97,113
0042500116,2026-04-30,Philadelphia 76ers,Boston Celtics,106,93
0042500117,2026-05-02,Boston Celtics,Philadelphia 76ers,100,109
0042500121,2026-04-18,New York Knicks,Atlanta Hawks,113,102
0042500122,2026-04-20,New York Knicks,Atlanta Hawks,106,107
0042500123,2026-04-23,Atlanta Hawks,New York Knicks,109,108
0042500124,2026-04-25,Atlanta Hawks,New York Knicks,98,114
0042500125,2026-04-28,New York Knicks,Atlanta Hawks,126,97
0042500126,2026-04-30,Atlanta Hawks,New York Knicks,89,140
0042500131,2026-04-18,Cleveland Cavaliers,Toronto Raptors,126,113
0042500132,2026-04-20,Cleveland Cavaliers,Toronto Raptors,115,105
0042500133,2026-04-23,Toronto Raptors,Cleveland Cavaliers,126,104
0042500134,2026-04-26,Toronto Raptors,Cleveland Cavaliers,93,89
0042500135,2026-04-29,Cleveland Cavaliers,Toronto Raptors,125,120
0042500136,2026-05-01,Toronto Raptors,Cleveland Cavaliers,112,110
0042500137,2026-05-03,Cleveland Cavaliers,Toronto Raptors,114,102
0042500141,2026-04-19,Oklahoma City Thunder,Phoenix Suns,119,84
0042500142,2026-04-22,Oklahoma City Thunder,Phoenix Suns,120,107
0042500143,2026-04-25,Phoenix Suns,Oklahoma City Thunder,109,121
0042500144,2026-04-27,Phoenix Suns,Oklahoma City Thunder,122,131
0042500151,2026-04-19,San Antonio Spurs,Portland Trail Blazers,111,98
0042500152,2026-04-21,San Antonio Spurs,Portland Trail Blazers,103,106
0042500153,2026-04-24,Portland Trail Blazers,San Antonio Spurs,108,120
0042500154,2026-04-26,Portland Trail Blazers,San Antonio Spurs,93,114
0042500155,2026-04-28,San Antonio Spurs,Portland Trail Blazers,114,95
0042500161,2026-04-18,Denver Nuggets,Minnesota Timberwolves,116,105
0042500162,2026-04-20,Denver Nuggets,Minnesota Timberwolves,114,119
0042500163,2026-04-23,Minnesota Timberwolves,Denver Nuggets,113,96
0042500164,2026-04-25,Minnesota Timberwolves,Denver Nuggets,112,96
0042500165,2026-04-27,Denver Nuggets,Minnesota Timberwolves,125,113
0042500166,2026-04-30,Minnesota Timberwolves,Denver Nuggets,110,98
0042500171,2026-04-18,Los Angeles Lakers,Houston Rockets,107,98
0042500172,2026-04-21,Los Angeles Lakers,Houston Rockets,101,94
0042500173,2026-04-24,Houston Rockets,Los Angeles Lakers,108,112
0042500174,2026-04-26,Houston Rockets,Los Angeles Lakers,115,96
0042500175,2026-04-29,Los Angeles Lakers,Houston Rockets,93,99
0042500176,2026-05-01,Houston Rockets,Los Angeles Lakers,78,98
0042500201,2026-05-05,Detroit Pistons,Cleveland Cavaliers,111,101
0042500202,2026-05-07,Detroit Pistons,Cleveland Cavaliers,107,97
0042500203,2026-05-09,Cleveland Cavaliers,Detroit Pistons,116,109
0042500204,2026-05-11,Cleveland Cavaliers,Detroit Pistons,112,103
0042500205,2026-05-13,Detroit Pistons,Cleveland Cavaliers,113,117
0042500206,2026-05-15,Cleveland Cavaliers,Detroit Pistons,94,115
0042500207,2026-05-17,Detroit Pistons,Cleveland Cavaliers,94,125
0042500211,2026-05-04,New York Knicks,Philadelphia 76ers,137,98
0042500212,2026-05-06,New York Knicks,Philadelphia 76ers,108,102
0042500213,2026-05-08,Philadelphia 76ers,New York Knicks,94,108
0042500214,2026-05-10,Philadelphia 76ers,New York Knicks,114,144
0042500221,2026-05-05,Oklahoma City Thunder,Los Angeles Lakers,108,90
0042500222,2026-05-07,Oklahoma City Thunder,Los Angeles Lakers,125,107
0042500223,2026-05-09,Los Angeles Lakers,Oklahoma City Thunder,108,131
0042500224,2026-05-11,Los Angeles Lakers,Oklahoma City Thunder,110,115
0042500231,2026-05-04,San Antonio Spurs,Minnesota Timberwolves,102,104
0042500232,2026-05-06,San Antonio Spurs,Minnesota Timberwolves,133,95
0042500233,2026-05-08,Minnesota Timberwolves,San Antonio Spurs,108,115
0042500234,2026-05-10,Minnesota Timberwolves,San Antonio Spurs,114,109
0042500235,2026-05-12,San Antonio Spurs,Minnesota Timberwolves,126,97
0042500236,2026-05-15,Minnesota Timberwolves,San Antonio Spurs,109,139
0042500301,2026-05-19,New York Knicks,Cleveland Cavaliers,115,104
0042500302,2026-05-21,New York Knicks,Cleveland Cavaliers,109,93
0042500303,2026-05-23,Cleveland Cavaliers,New York Knicks,108,121
0042500304,2026-05-25,Cleveland Cavaliers,New York Knicks,93,130
0042500311,2026-05-18,Oklahoma City Thunder,San Antonio Spurs,115,122
0042500312,2026-05-20,Oklahoma City Thunder,San Antonio Spurs,122,113
0042500313,2026-05-22,San Antonio Spurs,Oklahoma City Thunder,108,123
0042500314,2026-05-24,San Antonio Spurs,Oklahoma City Thunder,103,82
0042500315,2026-05-26,Oklahoma City Thunder,San Antonio Spurs,127,114
0042500316,2026-05-28,San Antonio Spurs,Oklahoma City Thunder,118,91
